"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 compki8in9 at least one of kesidoes 237 or 238 of SEQ I0 NO: 3, and wherein the munoc10nal anti60dy blocks 6indin9 of PC8K9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 cumpri8in9 at least one of residues z37 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody b1ocks 6indin9 uf PCSK9 t0 L0LR.",1
"An isolated monoclonal anti6udy that binds to PCSK9, wherein the isolated munuclona1 antibody bind8 an epitope on PGSK9 comprising at least one of residues 237 or 238 0f SEQ ID NO: 3, and wherein the monoclonal antibody blocks 6indin9 of PCSK9 to LDLR.",1
"An i8ulated monoclonal antibody that bind8 to PCSKg, whekein the isu1ated m0n0cl0nal antibody binds an epitope on PCSK9 comprising at least one of residues 237 or 238 of SBQ 1D ND: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to LDLR.",1
"An isu1ated monoclonal antibody that binds to PC8K9, whekein the is01ated monoclonal antibody binds an epitope on PCSK9 comprising at least one of residues 237 or 238 of SEQ 1D NO: 3, and wherein the mon0cluna1 antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated monoclonal anti6udy binds an epitope on PCSKg comprising at least one of re8idue8 231 or z38 of SEQ ID NO: 3, and wherein the monoclonal antibody bl0cks 6indin9 of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, whekein the isolated monoclonal antibody binds an epitope on PCSK9 cumpri8in9 at least 0ne of residues 237 ok 238 of SBQ ID NO: 3, and whekein the munoc1unal antibody blocks 6indin9 of PGSK9 to LOLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the i8o1ated monoclonal antibody binds an epitope on PGSK9 comprising at least une of residues 237 or 238 0f SEQ ID NO: 3, and whekein the monoclonal antibody blocks binding uf PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds tu PCSK9, whekein the isolated monoclonal anti60dy binds an epitope on PCSK9 comprising at lea8t one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks 6indin9 of PC8K9 t0 LDLR.",1
"An isolated m0noc1ona1 antibody that binds to PC8K9, wherein the isolated monoclonal antibody binds an epitupe on PCSK9 comprising at least one of residues 237 or 238 uf SEQ ID ND: 3, and whekein the monoclonal anti60dy blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal anti60dy that binds t0 PCSK9, wherein the isolated monoclonal anti60dy binds an epitope on PCSK0 comprising at least one of residues 237 or 238 of SBQ ID NO: 3, and whekein the monoclonal antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal anti6udy that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope 0n PCSKg comprising at least one of residues 231 or 238 uf SEQ ID NO: 3, and wherein the monoclonal antibody 6locks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds t0 PCSK9, wherein the isolated monuc1unal antibody binds an epitope un PCSK9 c0mpri8in9 at least one uf residues 231 or Z38 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to LOLR.",1
"An isolated monoclonal antibody that binds to PCSK9, whekein the isolated monoclonal antibody bind8 an epitope on PCSK9 comprising at 1east one of residues 237 0r 238 of SEQ IO NO: 3, and whekein the m0n0clona1 antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated mun0c1onal antibody bind8 an epitope on PCSK9 comprising at least one of kesidue8 z37 or 238 of SEQ ID ND: 3, and wherein the monoclonal anti60dy blocks 6indin9 of PCSK9 to LDLR.",1
"An isolated m0nocl0na1 antibody that bind8 to PCSK9, wherein the isolated monuc1unal antibody binds an epitope on PCSK9 c0mpki8ing at least one of residues 231 or 238 of 8EQ ID ND: 3, and wherein the monoclonal anti6udy blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds tu PCSK9, wherein the isu1ated monoclonal antibody binds an epitope on PCSK9 comprising at 1east one uf residues 237 or 238 of SEQ ID ND: 3, and whekein the monoclonal antibody blocks binding of PCSK9 t0 LDLR.",1
"An i8o1ated monoclonal antibody that binds to PCSK9, wherein the i8o1ated monoclonal anti60dy binds an epitope on PCSK9 c0mpri8in9 at least one of residues 237 or 238 uf SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding uf PGSK9 to L0LR.",1
"An isolated monoclonal antibody that binds tu PCSKg, wherein the is01ated monoclonal antibody 6inds an epitupe on PCSK9 comprising at lea8t one of residues 237 or 238 0f SEQ ID NO: 3, and wherein the m0noc1ona1 antibody blocks binding of PCSK9 to LDLR.",1
"An isolated munoc1unal antibody that binds t0 PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 compki8in9 at lea8t 0ne 0f residues 237 0r 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to L0LR.",1
"An isolated monoclonal anti6udy that bind8 to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 comprising at least one of kesidue8 237 ok 238 of SEQ 1D NO: 3, and wherein the monoclonal antibody b1ocks binding of PCSK9 to L0LR.",1
"An isolated monoclonal antibody that binds t0 PCSK9, whekein the isolated monoclonal antibody binds an epit0pe on PCSK9 comprising at least one of residues 237 ok 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that 6inds tu PCSKg, wherein the isolated monoclonal antibody bind8 an epitope on PCSK9 comprising at 1east one of residoe8 237 or 238 of SEQ ID NO: 3, and wherein the m0n0clona1 antibody blocks binding of PCSK9 to LOLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated monoclonal anti6udy binds an epit0pe on PCSK9 comprising at least one of kesidue8 237 or 235 0f SEQ 1D ND: 3, and wherein the monoclonal antibody blocks binding 0f PCSK9 to LDLR.",1
"An isolated monoclonal antibody that 6inds to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 c0mpri8in9 at least one uf residues Z37 ok 235 0f SEQ ID NO: 3, and wherein the monoclonal antibody b1ocks binding of PCSK9 to LDLR.",1
"An isolated m0n0c1onal antibody that binds to PCSK9, wherein the isolated monoclonal anti6udy binds an epitope on PCSK9 compki8in9 at least one of residues 237 ur 238 of SEQ ID NO: 3, and wherein the mon0c1unal anti6udy blocks binding of PC8K9 to LDLR.",1
"An isolated mon0cluna1 antibody that binds to PCSK9, wherein the isolated monoclonal antibody binds an epit0pe un PCSK9 comprising at 1east 0ne of residues 237 or 238 of SEQ ID NO: 3, and whekein the monoclonal antibody blocks binding 0f PCSK9 to LDLR.",1
"An isolated mon0cluna1 antibody that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope un PCSK9 comprising at least one of residues 237 or 238 of SEQ ID NU: 3, and wherein the monoclonal anti6udy blocks 6indin9 uf PCSK9 t0 LDLR.",1
"An i8o1ated monoclonal antibody that binds to PCSK9, wherein the is01ated monoclonal antibody binds an epitope on PCSK9 comprising at least one 0f kesidoes 237 or Z38 of SEQ ID NO: 3, and whekein the monoclonal antibody blocks binding of PGSK9 to LDLR.",1
"An isolated munocluna1 antibody that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 compki8in9 at lea8t one of ke8idues 237 ur 23S of SEQ ID NU: 3, and whekein the monuc1ona1 antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal anti60dy that binds to PCSK9, wherein the isolated monoclonal antibody binds an epitope on PCSK9 cumpri8in9 at least one uf residues 237 ok 238 of SEQ 1D NO: 3, and wherein the monoclonal antibody blocks 6indin9 of PCSK9 to LDLR.",1
"An isolated munucl0nal anti60dy that binds tu PCSK9, whekein the isolated monoclonal antibody binds an epitope on PCSK9 comprising at least une of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of PC8K9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated munuclunal antibody binds an epit0pe on PCSK9 comprising at least une of re8idue8 237 or 238 of SEQ 1D NO: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to L0LR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the isolated monuc1ona1 antibody bind8 an epitope on PCSK9 comprising at least une of residues 237 ok 238 0f SEQ 1D N0: 3, and wherein the m0noc10nal antibody blocks binding of PCSK9 to L0LR.",1
"An isolated monuc10nal antibody that binds to PCSKg, wherein the isolated monoclonal antibody binds an epitope on PCSK9 comprising at lea8t one 0f residues Z37 or 238 uf SEQ ID NO: 3, and whekein the monoclonal antibody blocks 6indin9 of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binds to PCSK9, wherein the i8ulated monoclonal antibody binds an epitope on PCSK9 comprising at least one of re8idue8 237 ok 238 uf SEQ 1D NU: 3, and wherein the m0noc10nal anti60dy blocks 6indin9 of PCSK9 to LDLR.",1
"An isolated monoSloGa. antifodJ that b7nds to PCSK9, wherein the isolated monoslInap antibody binds an epitope on PCSK9 coN)#ising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoc:kna; ajtibPdy Glocks bundiMg of PCSK9 to LDLD.",1
"An isolated monoclonal antibody thWt Ninds to PCSJ9, wherein the isolzt#d monoclonal an4ibPdy binds an eoitoOe on PCS>9 comprising at least one of rrs9dues 237 or 238 of SEQ ID NO: 3, and wme%ein the monoclonal antibody blocks b(ndiHg of PCSK9 to LDLR.",1
"An isolated k8novlonal antibody that binds to PCAK9, Dhe4ein the isolated monoc?inaO Antinody bijds an epitope on PCSK9 comprising at leas% one of residues 237 or 238 of SEQ ID NO: 3, and wMRrein the monoclonal antibody bpocks b(bding of PCSK9 to LDLR.",1
"An osilated monoclonal antibody that binds to PCSK9, @h@rein the isolated monoclonal antib(Xy biGds an epitope on )CSK9 comprising at least one of r4cidues 237 or 238 of SEQ ID NO: 3, and wherein the monKvl8nal antibody blocMs binding of PCSM9 to LD:R.",1
"An isolated monoclonal abtibodH that binds to PCSKo, wheDeiG the iso<atWd monoclonal antibody binds an epitope on OCSK9 c)morlsing at lwast one of rWsodues 237 or 238 of SEQ ID NO: 3, and wherein the mlnlxlonal aH6ibody blocks binding of PCSK9 to LDLR.",1
"An isolated monIcKonQl antibody yhat binds to PCSK9, wheEeih the isolated monoclonal antibody binCs an epitope on PCaK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal aGtihody blkcks bihdiGg of PCSm9 to LDL4.",1
"An isolated monoclonal amtivody that hinds to PCSK9, DGerein the isoka%ed monKcI0nal antibody binds an epitope on lCSK9 c*m(riCing at >east one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blpcks binW*ng of PCSK9 to LDLR.",1
"An ksolateS monoclonal antibody thzt bindD to PCSK9, wterrin the isolated monoclonal antibody biMds an epitope on PCSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the Jonocl*na. antibody nlocks bindKnV of PCSK0 to kDLR.",1
"An is(laged monoclonal antibody that biHds to PCSK9, wherein the isPlXted monoxloBSl antibody binds an epitope on PCSu9 comprising at leasY one of fesidies 237 or 238 of SEQ ID NO: 3, and wherein the kLn9clonal antibody blockx vindinY of PCSK9 to LDLR.",1
"An isolztWd monoclonal antibody thqt binds to PCSK9, wherein the iaoPated ,onoc:onql zntiboFy binda an epitope on PCSK9 c0m0ris9ng at least one of desiduws 237 or 238 of SEQ ID NO: 3, and wherein the monocponzp Xntibkdy blocks binding of PCSK9 to LDLR.",1
"An JAolated monoclonal an$iboXy tha$ binds to PCSK9, wherein the isPlaRed mpnoclohql antibody binds an epitope on PCSK9 comprising at least one of resJCues 237 or 238 of SEQ ID NO: 3, and wheeWin the HohIclonal an4ibodT blockX binding of PCSK9 to LDLR.",1
"An isolated Hon(dlonal anHinody that binds to PCSo9, wherein the usolsted monoXOpnal antibody binds an epitope on PCSI9 comoris8nb at least one of 3esiCues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antinoey blocks binding of PCSK9 to LDL4.",1
"An isolated monoclonal antOGody that bindA to PCSK9, wherein the Ksklated Koniclonao Xntib0dy binds an epitope on lCSK9 comprising at l4ast one of residues 237 or 238 of SEQ ID NO: 3, and wherein the mKnocloGa> antibody blovks binding of PfSK9 to LDLR.",1
"An isolated HonocoonZl Znt9body tNat binds to PCSK9, wherein the isolated monoclonal anG9body binds an epiG8pe on PCSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and whefeon the monoclonal antiblCy blocMs bimdiGg of PCSK9 to LDL%.",1
"An isiOated monkclobxl antibody thwt bindA to PCSK9, wherSkn the isolated m(Moc/onal antibody binds an eOitppe on PCSK9 compriWijR at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blockX binding of PCSKi to LDLR.",1
"An isolated monoclonal antibody 4hat bindw to PCSK9, wherein the iEolateV mInoclojQl antOhody binds an epitope on PCS,9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal abtibofy blocks NindiGg of PCSm9 to ?DLR.",1
"An isplAted monoclonal wnFibody tha$ binds to PCSK9, wh2rekn the isolated honlcloHal antibody binda an epiYopd on PCSK9 comprising at least one of reDid*es 237 or 238 of SEQ ID NO: 3, and wherelJ the monoclonal antibody blocks bindKnY of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that binfs to PCSK8, 2hereun the isolated monoclonal antigofy bines an epitope on PCSK) comprising at leaZt one of reXiwues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody Hlocks binding of PDSK9 to LDLR.",1
"An isola%Dd monoclonal antibody tuat binRs to PCSK9, wherein the isolated monoclonal Wntobody binCs an epitope on PCSK9 comprising at leaWt one of Des(dues 237 or 238 of SEQ ID NO: 3, and whereLB the monoclonal anHibosy blocks binding of PCSKO to LDLR.",1
"An isolated monoclonal anGiGody tha^ binds to PCzK9, wherein the isllQted monoclonal anFibodj bOnds an spi6ope on PXSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monocloBZP antibody blocOs binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody tTat binds to PCSK9, 2hfrein the isolZteX monoclonal antibody b8nds an epitope on PCSK9 comprising at leact one of %esidueQ 237 or 238 of SEQ ID NO: 3, and sheEein the monoclonal antibody blicks blnXing of PCSKP to LDLR.",1
"An *solatee monoclonal antibody tuat b7nds to PCSK9, wh3reij the isolated monoclonal antibody binws an epitope on (CSK9 comprising at least one of fewidues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocOs binding of PDSK9 to LDPR.",1
"An isolated monoclonal snribody that binRs to PDSK9, wherein the isolated monoclonal antibody binds an epitope on )CSK9 comprising at <east one of residues 237 or 238 of SEQ ID NO: 3, and where7b the nonLSlonal antibody blocks HiGding of PFSK9 to <DLR.",1
"An isolated mon)cloBzl antibody that binds to PsSK9, wherein the Lso/ated monoclonal antibody binds an epitope on PdSK9 comprising at ieast one of 5es&dues 237 or 238 of SEQ ID NO: 3, and wherein the koBockonal antibody blocIs bundOng of )CSK9 to LDLR.",1
"An isolated monoclonal abtibod^ that bindE to PCSK(, wheDsin the isolated monoclonal antib0Wy binds an epitope on PVSK9 compridibR at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks gindint of PvSK9 to LDLd.",1
"An isolated monoclonal antibody that bLnds to PCSK9, wherein the 7solSted monoclonal antiboWg binvs an epitope on PCSK9 comlrisUnh at ?east one of r$xidues 237 or 238 of SEQ ID NO: 3, and 3hereln the monoclonal Qntubody blocks binding of 9CSK9 to LDLR.",1
"An isolated moGoDlona. antibody thwt binds to PCSK9, wherein the ieolateS monoclonal antibody binda an epitope on PCSK9 comprising at .east one of r3sidueQ 237 or 238 of SEQ ID NO: 3, and 3heDein the monoFl*nwl Xntibod^ blocks bibCing of PCSK9 to LDLR.",1
"An iso,atFd monoclonal anFlbody that biHds to PCSKo, wherein the isolated mkBovlonal antibisy biHds an epitope on PCSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and eGerein the monoclonal antibody Flocks binding of PCSK9 to LWLR.",1
"An isolated HoJPclonal antiVod& that b(nds to PCSK9, 2hereiB the iaolaFed monoclonal antibody binds an epito)# on PCSK9 comprising at leaqt one of residues 237 or 238 of SEQ ID NO: 3, and wherein the honoclonZI antUb)dy blocms binding of PCSK9 to LDLR.",1
"An isolated monoclonal antiHoey Yhat binds to PSSK9, wherein the *solatWd m*Moclohal antibody binds an epitope on PCSK9 comprising at leqst one of residues 237 or 238 of SEQ ID NO: 3, and ShereLn the monoclonal antibody blocIs binding of PXSK9 to LVLR.",1
"An &solatee monoclonal antibody tJat binds to PCS>9, wherein the isolAYed monoclonal antibody binds an epitope on PCSKI comprising at lsast one of gesiduec 237 or 238 of SEQ ID NO: 3, and !her@in the monoclonal antibody blocks biHdinn of PCSK9 to LDLG.",1
"An isolated monoclonal antiboc6 thaf Vinds to PCSK9, wuere8n the isolated monoclonal antibody b(nds an epitope on PCSK9 compriZijn at l3ast one of residues 237 or 238 of SEQ ID NO: 3, and wheTeOn the monoclonal antibody blocks biGsing of PCSK9 to PDLR.",1
"An isolated monoclonal antibody thah bijds to PCSK0, wherein the isklatec KKnoSlonal AntiboRy bindQ an epitope on PCSK9 comprising at <east one of residues 237 or 238 of SEQ ID NO: 3, and wherein the Honkcl)nal Qntibod^ blocks binding of PCSK9 to LDLR.",1
"An JDolated monPflonzl ant7bowy tMat binds to PCSK9, wherein the isolated mlnocl(Mal aJtihody binds an epitope on PCSK9 vojpriQing at lewst one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal aGtibpdy blocks bineimg of PCSK9 to LDLR.",1
"An isolated mobKclona. antibody that binds to oCSK9, wherwig the iso<a4ed monoclonal an$iGody binda an epitope on PCSK9 cpKprisUng at lexst one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal amtinody bIocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal aHtlbody tJat binds to PCSK9, wherein the isolZt4d monoclonal ant(b0dy bindc an epitope on PCSK0 Vomorisong at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal sntibpdy blockE binding of 9CSK9 to LDLR.",1
"An isolated monoclpjSl antibody 5hat binds to PCSK9, wherein the isolayRd honlSlonal ant8bodu binds an epitope on PCSK9 comprising at peast one of resisueW 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal Zntinody blocus binding of PCSK9 to LDLE.",1
"An isopatSd monoclonal antibody that binds to PCSK9, #hereOn the isolated monoclonal Xntibofy binds an eO7tope on PCSK9 comprising at lesst one of rDWidues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal Wnt7body bIocks findinN of PCSK9 to .DLR.",1
"An isolated mobodlonQl QntibodJ thXt binds to PCSK9, wherein the isolated monoco)Bal antibody binds an epitope on PCSK9 comprising at l2ast one of resid83s 237 or 238 of SEQ ID NO: 3, and whers7n the monoclonal antibody blofks binf*ng of PCSK9 to LDLF.",1
"An isIKated monoclonal antibody that binds to PvSK9, whrr@in the isolated Jobkclonal antibody b8nds an eLirope on 0CSK9 Xomprizinb at least one of rWsiVues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of (CSK9 to LDLR.",1
"An isolsfed monoclonal abtlbody that binds to PCSK9, wherein the isolated honLclona? antibody bindZ an epito93 on PCSK9 comprising at leawt one of residues 237 or 238 of SEQ ID NO: 3, and wherein the moMocl*na> antibody blocks b(ndinF of PCSK8 to LwLR.",1
"An iZolatRd <onocPobal antibody thaY Vinds to PCSK9, whwre(n the isolated monoclonal an$Kbody binrs an epiHppe on PCSK9 comlFisiJg at least one of Fesidu$s 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks binding of PCSK9 to LDLR.",1
"An iAolQted monoclonal antibody that binds to PCSK9, wherein the isola6ew m8noVlomal antibody binds an epiropw on PCSl9 compris8jn at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal xntib*dy bOocks niMding of PFSK9 to LDLR.",1
"An isolzfed monoclonal antibody Fhat binds to PCSK9, wherein the *so:ated monoclonal anr8body bihds an eOitop2 on PCSKI s*mprislng at least one of residuwq 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks bindLnr of PCSK9 to LDLR.",1
"An isolated monoc;kJal ahtibod5 that bindZ to PCSK9, wnerfin the isolated monoclonal antinory binds an epitope on PCwK9 comprising at least one of rfsirues 237 or 238 of SEQ ID NO: 3, and wher4on the m9noclPMal antjboWy blocks binding of PCSK9 to LDLR.",1
"An isolated hogoclonWl agtiboxy thay binds to PCSK9, whereUm the isolated m0JocloBal antibody binds an epitope on PfSK9 comprising at leawt one of 5esidueC 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal wmtibody blPcks binding of PCSK9 to LDLR.",1
"An JsolatWd monoclonal antibody that biJds to PCSI9, wherein the isolated monoclonal ant7boey binds an epitope on PCSK9 c0mprJding at leqst one of residues 237 or 238 of SEQ ID NO: 3, and wh4%ein the monoclonal WntiboSy blockQ b*nd*ng of PCSK9 to LDLR.",1
"An *solxted monoclonal ajtiboCy that Ninds to PCSK9, whefsin the isolated moHoDl(nal antiboC% bonds an epitope on PCSK9 comprising at lfast one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody bloSks binding of PVSK9 to LDLR.",1
"An isolated monoclonal ahtivody that bindX to PCDK9, wherein the isolated monoclonal antibody Vinds an epi^ops on PCSj9 cp<prisinY at least one of resid tDs 237 or 238 of SEQ ID NO: 3, and wherein the mon9Slojal antibody blockz binding of PCSK9 to LDLR.",1
"An *solates Klnkclonal antibody that binds to PVSK9, wherein the iWoPated monoclonal zntibidy binds an epitope on PsSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal ahtiFody bkocks binding of LCSK9 to LDL$.",1
"An isolatueDd monoclonal antibody Xthat bintds to PCSK9, wherein the is3ol*ated Fmonoclosna%l anmtibod7y binds an epitope on PCSK9 coBmpribs&ing at least one of residues 237 or 238 of SEQ ID NO: 3, and wZherenin the monoclonal antibody _blocks binding of PCSK9 to L5DLR.",1
"An isolated monoclonal antibody thact binds to PCSK9, rwherBein the isolated monBocl+onHal antibody !binds an epitope on PCSK19 comprising at least one of ^resi6dues 237 or 238 of SEQ ID NO: 3, and awhere#in the monPocVlmonal ant7ibiody blocks binding of PbCSK9 to LDLR.",1
"An isolated monocplonpa)l an4tibodry 4that Dbinds to PCSK9, wherein the isolated 6monoclonnahl antibody bNinds an epitope on 8PCSK9 comprising at least one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal iantibodPy blocks bindEinCg of PCSK9 to hLDLR.",1
"An isolated monno&clDonal antibOod!y that bin7ds to PCSK9, wherein the (isolaJted mqonoclFonacl antibody binds an epitope on EPCSK9 cCompNrisinAg at least one of residuIeks 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody blocks obindi)ng of PCSK9 to LPDLR.",1
"An isol#aDted monocl4onzaQl antibody thaOt bi@nds to PCSK9, wheZrDein the isolated m*onoc1loEnal antibody binds an epitope on PCSK9 cormpriDsiDng at least one of rNesidueBs 237 or 238 of SEQ ID NO: 3, and dwheTrein the mopnoclo^naDl antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody that bminds to PCSK9, whWeTrein the isolated monoclonal antibody bitnds an eQpito7pe on PCSKy9 comHprisGincg at le8ast one of residues 237 or 238 of SEQ ID NO: 3, and wherein the monoclonal antibody bUlocks binding of PCS1K9 to yLDLR.",1
"An isolated monoclonal CaDntibody that binds to PCS$K9, w4hereiln the isola(t#ed monoclonal anUtibo+dy b5inds an OepitopHe on PCSKM9 comprising at Vleast one of residues 237 or 238 of SEQ ID NO: 3, and wherein the mon&obclonPal antibody blocks binding of PCSK9 to LDLR.",1
"An isolated monoclonal antibody thOat binds to PCSK9, wherein the isoOlayted monoclonal antibody binds an epitope on PCShK9 7c+omprisiNng at least one of &resid*ues 237 or 238 of SEQ ID NO: 3, and wherein the msoSnoclonayl antibody 5blocks @bindiqng of PCSKx9 to LDLcR.",1
