"in an isolated selective monoclonal antibody identified that binds exclusively to pcsk9, wherein where the already isolated monoclonal antibody binds an epitope expressed on pcsk9 comprising at least one of residues 277 or 278 of seq id component no : 8, and wherein the established monoclonal antibody blocks binding of substrate pcsk9 to ldlr.","277, 278, 8"
"an isolated monoclonal human antibody that binds to pcsk9, wherein the isolated second monoclonal immune antibody binds an epitope variant on pcsk9 mutants comprising generally at least one of residues 277 or 278 of seq id no : 8, and a wherein the monoclonal antibody that blocks the binding of other pcsk9 to ldlr.","277, 278, 8"
"an actual isolated monoclonal human antibody that directly binds to pcsk9, wherein the isolated monoclonal antibody binds an epitope on activated pcsk9 comprising at least one of 4 residues 277 or regulation 278 of substance seq id no : 8, and wherein the monoclonal mouse antibody blocks binding of bound pcsk9 and to ldlr.","277, 278, 8"
"where an isolated monoclonal antibody competes that binds to the pcsk9, wherein again the isolated monoclonal antibodies antibody binds an epitope on pcsk9 comprising at least one of residues 277 or so 278 c of seq and id number no : 8, and wherein also the monoclonal antibody blocks binding of pcsk9 to ldlr.","277, 278, 8"
"furthermore an independent isolated monoclonal antibody that individually binds only to pcsk9, wherein the individual isolated monoclonal fluorescent antibody binds an epitope on pcsk9 mrna comprising at least one of residues 277 or 278 of seq group id gene no : 8, and wherein the monoclonal antibody blocks binding process of pcsk9 to ldlr.","277, 278, 8"
"an independent isolated monoclonal antibody that then binds to pcsk9, wherein only the isolated monoclonal antibody binds unlike an epitope on pcsk9 not comprising at least region one of residues a 277 or residues 278 of seq id no : 8, and wherein the monoclonal mouse antibody blocks binding of pcsk9 to an ldlr.","277, 278, 8"
"an example isolated monoclonal antibody molecule that readily binds to pcsk9, wherein the same isolated monoclonal antibody binds for an abnormal epitope structure on pcsk9 substrate comprising at least one of residues 277 or 278 of seq id no : ec 8, and wherein the monoclonal antibody blocks binding of pcsk9 to its ldlr.","277, 278, 8"
"also an isolated monoclonal antibody that initially binds to pcsk9, also wherein the first isolated monoclonal antibody binds an epitope located on pcsk9 comprising at least one of residues 277 or 278 residue of seq domain id no : protein 8, and wherein the monoclonal human antibody blocks binding site of pcsk9 to ldlr.","277, 278, 8"
"and an isolated monoclonal mouse antibody that binds to pcsk9, wherein only the isolated monoclonal antibody binds an epitope on pcsk9 normally comprising at least one of residues numbered 277 or 278 of vendor seq id no : 8, and as wherein furthermore the monoclonal antibody antibody blocks binding of pcsk9 specifically to ldlr.","277, 278, 8"
"for an isolated monoclonal human antibody that binds to pcsk9, wherein the isolated monoclonal mouse antibody binds an epitope on pcsk9 comprising at least one gene of either residues 277 or 278 and of seq id file no : 1 8, 8 and wherein the monoclonal antibody blocks binding of systemic pcsk9 to ldlr.","277, 278, 8"
"an isolated bacteria monoclonal antibody that binds to pcsk9, wherein the same isolated bacterial monoclonal antibody binds an epitope located on pcsk9 comprising at very least one of in residues 277 or 278 of seq id no : 8, 32 and wherein the monoclonal antibody that blocks binding site of pcsk9 receptor to ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds exclusively to human pcsk9, also wherein the isolated monoclonal antibody binds in an epitope on pcsk9 either comprising at least one of residues 277 or 278 off of the seq id no : or 8, and wherein the monoclonal antibody that blocks both binding of pcsk9 to ldlr.","277, 278, 8"
"identifies an isolated monoclonal antibody that binds to pcsk9, wherein the isolated monoclonal antibody binds an epitope on substrate pcsk9 comprising approximately at least one of residues above 277 off or 278 of rna seq id at no : page 8, and the wherein the compound monoclonal antibody blocks binding of pcsk9 to ldlr.","277, 278, 8"
"an isolated isolated human monoclonal hiv antibody that weakly binds to pcsk9, wherein whereby the isolated monoclonal antibody antibody binds an epitope on pcsk9 comprising at least part one of 20 residues 277 or 278 of seq id no : 8, and wherein the monoclonal antibody which blocks potential binding of pcsk9 to ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds to the pcsk9, another wherein the isolated isolated monoclonal antibody binds an epitope block on pcsk9 each comprising specifically at least one of residues 277 or residues 278 of seq id no : type 8, and wherein the monoclonal antibody instead blocks binding affinity of pcsk9 to ldlr.","277, 278, 8"
"an already isolated rat monoclonal antibody that binds receptors to rat pcsk9, wherein where the isolated monoclonal antibody binds an epitope on pcsk9 comprising at least one of residues 277 or 278 each of seq id entry no : 8, and wherein the monoclonal anti antibody blocks binding of pcsk9 receptor to th ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds to drug pcsk9, one wherein the isolated monoclonal antibody binds onto an active epitope located on pcsk9 comprising additionally at least part one of residues 277 or 278 e of seq id no : 8, and wherein the monoclonal antibody blocks binding activity of pcsk9 to normal ldlr.","277, 278, 8"
"an isolated single monoclonal antibody therapy that typically binds only to pcsk9, wherein the isolated single monoclonal immune antibody binds an epitope on pcsk9 comprising at least one repeat of residues 277 or bound 278 of seq id no : 8, iv and wherein the monoclonal antibody blocks binding channels of pcsk9 to ldlr.","277, 278, 8"
"denotes an isolated human monoclonal antibody that binds to pcsk9, wherein the isolated mutant monoclonal antibody binds on an epitope on pcsk9 comprising by at least for one page of residues 277 or part 278 of seq id no : 8, 7 and wherein the monoclonal antibody blocks binding affinity of pcsk9 to ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds to substrate pcsk9, wherein the isolated monoclonal therapeutic antibody binds an epitope on pcsk9 comprising perhaps at very least one of residues position 277 or 278 instead of seq id no : 8, and wherein the monoclonal candidate antibody blocks the binding activity of pcsk9 to this ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds to pcsk9, wherein the isolated human monoclonal antibody binds an envelope epitope on that pcsk9 comprising at least one member of residues 277 or site 278 of chips seq id no : 2 8, and often wherein the monoclonal anti antibody form blocks binding of pcsk9 to ldlr.","277, 278, 8"
"an otherwise isolated monoclonal antibody that binds only to pcsk9, both wherein the isolated suspected monoclonal antibody binds an epitope on pcsk9 comprising at least one of residues 277 or 278 b of seq id no : 8, and wherein the monoclonal antibody strictly blocks any binding routes of pcsk9 itself to its ldlr.","277, 278, 8"
"an isolated mouse monoclonal antibody that binds to either pcsk9, wherein the isolated monoclonal antibody binds has an epitope on pcsk9 comprising at least one of a residues 277 or most 278 ev of seq id no : 8, and wherein typically the monoclonal spider antibody blocks binding of unless pcsk9 binds to ldlr.","277, 278, 8"
"an isolated monoclonal mrna antibody that binds to pcsk9, wherein the isolated monoclonal rna antibody itself binds an epitope on pcsk9 comprising at least one of nine residues at 277 or number 278 of et seq id document no : 8, and wherein currently the monoclonal antibody blocks binding of pcsk9 relative to ldlr.","277, 278, 8"
"an isolated defective monoclonal antibody protein that binds to pcsk9, wherein the partially isolated mutant monoclonal antibody binds an epitope on pcsk9 comprising at least only one cas of residues 277 or 278 cas of seq id no : 8, 277 and wherein the monoclonal antibody that blocks binding site of pcsk9 to ldlr.","277, 278, 8"
"an isolated monoclonal antibody that binds to pcsk9, wherein the isolated monoclonal antibody particularly binds by an active epitope on pcsk9 comprising at least half one of residues from 277 or 278 as of seq id no : figure 8, and wherein such the monoclonal antibody specifically blocks initial binding of pcsk9 to ldlr.","277, 278, 8"
"an isolated isolated monoclonal antibody occurs that binds to pcsk9, wherein inside the isolated monoclonal antibody typically binds an epitope based on pcsk9 comprising at a least one of residues like 277 of or 278 of seq id no : 8, and wherein as the monoclonal antibody blocks binding of pcsk9 protein to ldlr.","277, 278, 8"
"The isolated monoclonal antibody binds directly to PCSK9, wherein the isolated monoclonal antibody binds to an outer epitope on PCSK9, which comprises at least one of residues 277 or 278 of AD SEQ ID NO: 8 and B, which contains separation.The monoclonal antibody block PCSK9 is binding to free LDLR.","277, 278, 8"
"The peptide monoclonal antibody binding to PCSK9, wherein the large isolated human monoclonal antibody is bonded to PCSK9, which comprises at least one residue 277 or SEQ 3 ID NO: series 8 sequence 278, and wherein monoclonal antibody is specific.The combination of sexy block PCSK9 to LDLR.","277, 278, 8"
"Similarly, the isolated monoclonal antibody is strongly bonded to PCSK9, wherein the isolated monoclonal antibody binds to an antibody epitope on a plurality of PCSK9 receptors, which comprises relatively at least at least a residue 277 or 278 domain of SEQ ID NO: 8.One, and wherein the monoclonal individual antibody block binding PCSK9 is linked to its LDLR.","277, 278, 8"
"The isolated rat monoclonal antibody that is usually bonded to PCSK9 is identified, wherein the isolated monoclonal antibody is bonded to PCSK9, which comprises at least one residue SEQ domain ID NO: 8 residues 277 or 278, usually,And usually, wherein the monoclonal guiding antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"Typically, a monoclonal antibody separated from PCSK9, wherein the isolated monoclonal envelope antibody antibody separately binds to epitopes on PCSK9, which typically comprises seven residues in seven residues 277 or SEQ ID NO: 8.At least one of 277, and wherein the monoclonal enclosed antibody block factor PCSK9 to LDLR binding.","277, 278, 8"
"Alternatively, a completely isolated monoclonal antibody complex specifically binds to PCSK9, wherein the separated monoclonal antibody is incorporated in the host PCSK9, the epitope comprises at least one pair of residue 277 or 278 manufacturer SEQ andID NO: 8, and wherein the intermediate monoclonal antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"The separated monoclonal antibody of the drug PCSK9, however, how the separated monoclonal antibody system binds to the epitope on the target PCSK9 receptor, the target PCSK9 receptor contains at least one residue 277 or NOT 278 SEQ or IDThe duplication of code NO: 8 and wherein the monoclonal antibody prevents the PCSK9 to LDLR from binding.","277, 278, 8"
"The intentionally isolated monoclonal antibody is bonded directly to PCSK9, wherein the isolated monoclonal antibody is bonded to PCSK9, which is in at least one residue in 277 or 278 above the cancer SEQ ID NO: 8, and wherein monoclonalAntibody is bound to LDLR whether it is block binding step PCSK9.","277, 278, 8"
"An exclusive monoclonal antibody, which combines natural and PCSK9 in which a highly isolated monoclonal antibody binds at least one residue B 277 or 278 of the residue B 277 or 278, and wherein the monoclonal antibody is prevented from blocking PCSK9.Go to LDLR binding.","277, 278, 8"
"Combined with PCSK9 isolated monoclonal antibody, the isolated monoclonal viral antibody also binds to the epitope on the PCSK9, which includes at least one residue 277 or 278 region of the outer SEQ or ID and NO: 8,And wherein the monoclonal antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"An isolated human monoclonal antibody which is loosely coupled to such PCSK9, wherein the isolated monoclonal antibody may be bonded in the epitope of PCSK9, which comprises at least at least in the residue 277 or 278 or SEQ ID NO: 8.One, and wherein this PCSK9 molecule to LDLR by binding blocks.","277, 278, 8"
"The combined separated monoclonal antibody structure indicates that the knockout PCSK9, wherein the isolated monoclonal antibody binds to a topic epitope of a plurality of PCSK9 proteins, which comprises at least SEQ ID NO: 8 residues 277 or E 278.One of them, and wherein the monoclonal mouse antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"The separated monoclonal antibody of PCSK9 is combined in which the epitope on the PCSK9 is binds to the epitope of the SEQ ID NO: FR 8, at least one of the residue 277 or 278 of the SEQ ID NO: FR 8.And therein, the separation monoclonal antibody itself prevents the binding of PCSK9 to the appropriate LDLR.","277, 278, 8"
"A mainly isolated monoclonal antibody, which is mainly bonded to PCSK9, wherein the separated human monoclonal antibody is bonded to the epitope on PCSK9, comprising at least one drug in 12 residues 277 or 278, SEQ ID and NO: 817, and wherein the monoclonal antibody first prevents the PCSK9 to LDLR from binding.","277, 278, 8"
"Therefore, an embodiment of a monoclonal antibody binding to PCSK9 is that the isolated monoclonal antibody is incidentally binding epitope based on the PCSK9, and the PCSK9 comprises at least one of the residues 277 or 278 of the chain 8, thereforeWherein the binding complex of the monoclonal antibody blocking power PCSK9 to LDLR.","277, 278, 8"
"Similarly, the isolated monoclonal antibody bonded to PCSK9, wherein the separated candidate monoclonal antibody binds to the associated epitope of PCSK9, which comprises at least one residue 277 or 278 of the SEQ domain ID NO: 8, and whereinThe monoclonal antibody blocks its combined with another PCSK9 or LDLR.","277, 278, 8"
"A plurality of monoclonal antibodies separated by the target PCSK9, wherein the isolated monoclonal antibody binds a complete epitope on the PCSK9, which is actually at least one of the residues 277 or 278 of SEQ ID NO: Id 8,And wherein the monoclonal antibody completely prevents the activity of the target PCSK9 from being activated to LDLR.","277, 278, 8"
"The independently separated monoclonal antibodies associated with PCSK9 were independently isolated, and it was found to bind epitope on PCSK9, which has a significant at least one residue 277 or SEQ ID NO: 8 copy, and thereinThe monoclonal antibody blocked the target to the LDLR of the PCSK9.","277, 278, 8"
"Weak to the separated monoclonal antibody of PCSK9, wherein the isolated monoclonal orthogon is bonded to a epitope placed on PCSK9, the epitope comprising residues 277 or 278 instead of at least one of the ID site NO: 8 DOCSEQ, and in which the original monoclonal antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"An example of a suspected monoclonal antibody antigen in combination with PCSK9, wherein the separated monoclonal antibody antibody comprises at least one residue 277 or 278 and SEQ strain ID NO: 8, and wherein monoclonal is administered.Antibody blocks the binding of PCSK9 molecules to abnormal LDLR.","277, 278, 8"
"The separated monoclonal antibody pair of PCSK9 was repeatedly bonded to the isolated monoclonal antibody bonded to an abnormal epitope identified on PCSK9, and the separated epitope includes at least one residue 277 for the Id group NO: 8. 277Or 278 molecules, and wherein the binding of the block of monoclonal mouse antibodies PCSK9 is bound to LDLR.","277, 278, 8"
"The separated monoclonal antibody of PCSK9 is binds to the residue 277 or 278 of the residue 277 or 278 of the residue 277 or 278 of SEQ ID NO: 8 by the epitope receptor on the PCSK9.At least one residue is bonded, and the same monoclonal antibody is blocked by any binding PCSK9 to influenza LDLR.","277, 278, 8"
"The separated monoclonal antibody structure of PCSK9, wherein the first separated monoclonal implantation antibody binds to the insect epitope on PCSK9, which comprises a combination of at least one residue 277 or 278 of the SEQ ID file NO: 8, andClone antibody blocks A target PCSK9 to the binding of LDLR.","277, 278, 8"
"In the identified separate selective monoclonal antibody, it is specifically coupled to PCSK9, wherein the epitope of the isolated monoclonal antibody is bonded to the epitope expressed on PCSK9, which comprises a residue 277 or 278 of the SEQ ID component NO: 8.At least one of the medium, and wherein the resulting monoclonal antibody block substrate PCSK9 is bound to the LDLR.","277, 278, 8"
"The separated monoclonal antibody of PCSK9 is bonded to the second monoclonal immune antibody in the PCSK9 mutant, the mutant at least one of the residues 277 or 278 of SEQ ID NO: 8, and blockingAt least one of the other PCSK9 to LDLR in the monoclonal antibody.","277, 278, 8"
"The actual separated monoclonal antibody directly binds directly to PCSK9, wherein the isolated monoclonal antibody binds to an epitope on the activated PCSK9, which comprises at least one of 4 residues 277 or substance SEQ ID NO: 8, and wherein monoclonalMouse antibody blocked binds to PCSK9 and LDLR.","277, 278, 8"
"The separated monoclonal antibody is combined with PCSK9, wherein the isolated monoclonal antibody antibody is bonded to PCSK9, which comprises at least one SEQ and ID NO: 8 residues 277 or SO 278 C at least one.The monoclonal antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"Further, only the separately isolated monoclonal antibody of PCSK9 is alone, wherein the monoclonal fluorescent antibody separately separates is incorporated on the PCSK9 mRNA, which comprises at least one residue 277 or 278 in the SEQ group ID gene NO: 8.And therein, the binding process of the monoclonal antibody block PCSK9 to LDLR.","277, 278, 8"
"It is then subjected to an independently isolated monoclonal antibody that binds to PCSK9, wherein the different isolated monoclonal antibody is different from the epitope on the PCSK9, and the epitope does not include residues A 277 or SEQ ID NO: 8 residues A 277At least one of the residue 278, and wherein the monoclonal mouse antibody block PCSK9 is bound to LDLR.","277, 278, 8"
"Examples of monoclonal antibody molecules that are easily combined with PCSK9, wherein the same separated monoclonal antibodies are used for abnormal epitope structures on the PCSK9 substrate, which contains at least one of residues 277 or 278 of SEQ ID NO: EC 8.The monoclonal antibody block PCSK9 is bound to its LDLR.","277, 278, 8"
"Further, an isolated monoclonal antibody that is initially bonded to PCSK9, wherein the first isolated monoclonal antibody is incorporated on PCSK9, the epitope comprises SEQ domain ID NO: protein 8 residues 277 or 278 disabledAt least one of the group, and wherein the boundary of the monoclonal antibody block PCSK9 is to the LDLR.","277, 278, 8"
"The separated monoclonal mouse antibody binding to PCSK9, wherein only monoclonal antibodies are bonded to PCSK9, typically comprise at least one residue SEQ ID NO: 8 residue 277 or 278, and monoclonal antibody antibody block.PCSK9 is specific to LDLR binding.","277, 278, 8"
"For a separate monoclonal antibody that binds to PCSK9, the isolated monoclonal mouse antibody binds to the epitope of the gene of at least one residue 277 or 278 and SEQ ID documents NO: 11, 8, and wherein monoclonalBinds of antibody block systemic PCSK9 to LDLR.","277, 278, 8"
"The separated bacteria monoclonal antibody binds to PCSK9, wherein the same separated bacterial monoclonal antibody binds to an epitope on PCSK9, the epitope comprises at least one of the residues 277 or 278 of SEQ ID NO: 8, 32.In the case where the block combined monoclonal antibody PCSK9 receptor is to LDLR.","277, 278, 8"
"An isolated monoclonal antibody that binds to human PCSK9, wherein the isolated monoclonal antibody is incorporated in PCSK9, which comprises at least one of residues 277 or 278 of SEQ ID NO: or 8,And the binding of the monoclonal antibody PCSK9 in which the blocks of the block is LDLR.","277, 278, 8"
"The isolated monoclonal antibody that binds to PCSK9 is identified, wherein the separated monoclonal antibody is bonded to the matrix PCSK9, which comprises at least one or 278 RNA SEQ IDs of about 277 ° C, and the compound monoclonal antibody blockingThe binding of PCSK9 to LDLR.","277, 278, 8"
"A isolated human monoclonal antibody that is weakly bonded to PCSK9, wherein the isolated monoclonal antibody antibody is bonded to the epitope, which comprises at least a portion of the 20 residues 277 or 278 SEQ ID NO: 8, andPotential binding of the block of monoclonal antibodies PCSK9 to LDLR.","277, 278, 8"
"The isolated monoclonal antibody that binds to PCSK9, wherein the isolated separated monoclonal antibody is bonded to the table block on the PCSK9, and each comprises a particular residue 277 or SEQ ID NO: 8 of the residue 277 or residue 278.At least one, and wherein the monoclonal antibody rather than block PCSK9 is binding affinity to LDLR.","277, 278, 8"
"Separated rat monoclonal antibodies with rat PCSK9 binding receptors, wherein isolated monoclonal antibodies bind epitope on PCSK9, which comprises at least one residue 277 or 278 SEQ ID inlet NO: 8, and wherein monoclonalAnti-antibody blocks the binding of the PCSK9 receptor to LDLR.","277, 278, 8"
"The isolated monoclonal antibody binding to the drug PCSK9, wherein the isolated monoclonal antibody is bonded to an active epitope located on PCSK9, including at least a portion of the residue 277 or 278 E of SEQ ID NO: 8, andThe monoclonal antibody blocks the activity of the PCSK9 to normal LDLR.","277, 278, 8"
"Separated single monoclonal antibody therapy that is typically only binding to PCSK9, wherein the isolated single monoclonal immune antibody is bonded to the epitope on PCSK9, which comprises at least one residue 277 or SEQ ID NO: 8, IV binding 278 repetition 278And therein, the binding passage of the monoclonal antibody block PCSK9 to LDLR.","277, 278, 8"
"The isolated human monoclonal antibody bonded to PCSK9, wherein the isolated mutant monoclonal antibody binds to the epitope of PCSK9, which includes at least one residue 277 or SEQ ID NO: 8, 777,And wherein the monoclonal antibody block PCSK9 is affinity to the LDLR.","277, 278, 8"
"The isolated monoclonal antibody of the substrate PCSK9 is bonded in which the isolated monoclonal therapeutic antibody is bonded to the PCSK9, which comprises at least one of the residue position 277 or 278, not SEQ ID NO: 8, andCloning candidate antibody blocks the activity to which PCSK9 is combined to this LDLR.","277, 278, 8"
"The isolated monoclonal antibody of PCSK9, wherein the separated human monoclonal antibody binds to the envelope epitope on the PCSK9, the incluspect comprising at least one residue 277 or a chip SEQ ID NO: 2 8And usually, wherein the monoclonal antibody prevents the binding of PCSK9 to LDLR.","277, 278, 8"
"Another isolated monoclonal antibody, which binds only to PCSK9, wherein the separated suspected monoclonal antibody is bonded to the epitope on the PCSK9, which comprises at least one of the residues 277 or 278b of SEQ ID NO: 8, and whereinThe monoclonal antibody strictly blocks any binding path PCSK9 itself to its LDLR.","277, 278, 8"
"The isolated mouse monoclonal antibody binds to PCSK9, wherein the isolated monoclonal antibody binds to the PCSK9 having epitope, which comprises at least one residue 277 or SEQ ID NO: 8 in 278 eV, and is usuallyThe monoclonal spider antibody blocking binding unless PCSK9 is bound to LDLR.","277, 278, 8"
"A monoclonal mRNA antibody binding to PCSK9, wherein the isolated monoclonal RNA antibody itself binds to the epitope on the PCSK9, which is contained in the nine residues of 277 or 278 of 277 or 278 in 277 or SEQ ID documents NO: 8.At least one, and wherein the current monoclonal antibody block PCSK9 is bound to the LDLR.","277, 278, 8"
"The separated defect monoclonal antibody protein binds to PCSK9, wherein partially isolated mutant monoclonal antibody is bonded to the epitope on PCSK9, which comprises at least one residue 277 or 278cas, SEQ ID NO: 8, 277 CAS, andThe monoclonal antibody PCSK9 binding site to LDLR.","277, 278, 8"
"The separated monoclonal antibody of PCSK9 is combined in which the isolated monoclonal antibody is in conjunction with the active epitope on PCSK9, which comprises at least half a residue from 277 or 278, such as SEQ ID NO: Fig. 8, wherein this monoclonal antibodySpecific block PCSK9 is initially bound to LDLR.","277, 278, 8"
"The isolated isolated monoclonal antibody was generated with PCSK9, wherein the interior of the isolated monoclonal antibody is typically based on the PCSK9 binding epitope, the PCSK9 comprises at least one of the residues of 277 or 278 of SEQ ID NO: 8.The combination of the monoclonal antibody block PCSK9 protein is used as the monoclonal antibody block.","277, 278, 8"
"an isolated isolated monoclonal antibody that binds directly to pcsk9, wherein the isolated monoclonal antibody binds an external epitope on pcsk9 comprising at least one of a residues 277 or 278 of ad seq id no : 8, and b wherein subsequently the isolated monoclonal male antibody blocks binding of pcsk9 to free ldlr.","277, 278, 8"
"involving an isolated peptide monoclonal antibody that binds to pcsk9, wherein the large isolated human monoclonal antibody binds an active epitope on pcsk9 comprising at least one of residues 277 or sequence 278 of seq 3 id no : series 8, and wherein the monoclonal antibody specifically blocks binding reactions of pcsk9 to ldlr.","277, 278, 8"
